MULTIPLIER,BRAND,BRAND_BELONGS_TO_CATEGORY,RECEIPTS
,the grand canyon brewing company,beer,326
,beaches hard seltzer cocktail inspired varie,malt beverages,326
,bent water brewing co,beer,326
,harveys,wine,326
,knox gelatin,pudding  gelatin,326
,heavens door,spirits,326
,big storm brewing co,beer,325
,anchor,beer,325
,easley,wine,325
,fair state,beer,325
,goru gold,wine,325
,flensburger,beer,325
,annies homegrown grocery other,fruit  vegetable snacks,324
,mascota vineyards,wine,324
,koolaid bursts,fruit juices,324
,pizzolato,wine,324
,levert freres,wine,324
,smirnoff twist of citrus,spirits,323
,red gold,sauces  marinades,323
,franks red hot,packaged meat,323
,bug juice,wine,323
,steel hands,beer,323
,3 daughters brewing company,beer,322
,poptarts,cereal granola  toaster pastries,322
,flying embers organic hard kombucha variety,malt beverages,321
,the honest co,baby bathing,321
,lone pint brewery,beer,320
,early times,spirits,320
,lone star,beer,320
,pinsa love,frozen pizza  pizza snacks,319
,ash and elm cider co,fruit juices,319
,bakery fresh goodness,cookies,319
,hi wire,beer,318
,piper heidsieck,wine,318
,lawrys,cooking  baking,318
,icelandic,water,318
,rekorderlig,hard ciders,317
,reckitt benckiser plc,household supplies,317
,bad granny hard cider,fruit juices,317
,post meridiem spirit co,spirits,317
,virtue michigan series hard cider variety pa,fruit juices,317
,deep ellum,spirits,317
,steel dust,spirits,317
,hungry jack,frozen breakfast,316
,ivanabitch,spirits,316
,crispix,cereal granola  toaster pastries,316
,high west,spirits,316
,riondo,wine,316
,krunchers,chips,316
,fiber one,cookies,316
,makku,beer,315
,new province brewing co,beer,315
,five farms,spirits,314
,schells,beer,314
,pillsbury,frozen breakfast,314
,gallo family vineyards,wine,314
,schooner bay,spirits,314
,impossible,packaged meat,313
,astepro,medicines  treatments,313
,pedigree,dog supplies,313
,evil genius beer company,beer,313
,beyond meat,frozen plantbased meat,313
,heb,dry pasta,312
,welchs,fruit juices,312
,panera bread,prepared meals,312
,louis bouillot,wine,311
,balcones lineage,spirits,311
,sea ice,spirits,311
,soy vay,sauces  marinades,311
,russian value,spirits,311
,classico,condiments,310
,pickers,spirits,310
,dreyersedys,frozen desserts,310
,cervezas de mexico variety pack,beer,309
,suntory tokyo musashino brewery,beer,309
,emergen c,medicines  treatments,309
,fulton,beer,308
,babyganics,household supplies,308
,temptations,hair care,308
,silver ghost,wine,307
,lindemans variety pack,beer,307
,unity vibration,malt beverages,307
,sabatino tartufi,dips  salsa,306
,irish mist,spirits,306
,annies homegrown,fruit  vegetable snacks,306
,keel farms,fruit juices,306
,tip top,spirits,306
,360,spirits,305
,long barn,wine,305
,il casato,wine,304
,cumberland gap,water,304
,pacific foods,cooking  baking,304
,dove mencare,skin care,304
,makers mark 46,spirits,304
,iams,dog supplies,304
,stirrings,drink mixes,304
,ortega,bread,304
,sapporo pure,beer,303
,modified theory variety pack,malt beverages,303
,clos du bois,wine,302
,bakery fresh goodness,bread,302
,valmas,spirits,302
,san juan seltzer pacifc northwest rose varie,fruit juices,302
,game day,spirits,302
,lipton soup,soup  broth,301
,haagen dazs,frozen desserts,301
,the pioneer woman,sauces  marinades,301
,cherry chouffe,beer,301
,damso,spirits,301
,tuaca,spirits,301
,carlson orchards,fruit juices,301
,beefeater,spirits,300
,kings street brewing,beer,300
,hersheys syrups,drink mixes,300
,werthers,candy,300
,kroger,cooking  baking,300
,apieu,bath  body,300
,field day,bath  body,299
,perfect scents,deodorant  antiperspirant,299
,pulpoloco,wine,298
,pitbull,deodorant  antiperspirant,298
,grand,wine,298
,livingston cellars,wine,298
,round barn,wine,298
,oyster city,beer,297
,doritos,dips  salsa,297
,st augustine distillery co,drink mixes,297
,milam and greene,spirits,297
,abasolo,spirits,297
,1906,beer,297
,noosa,milk,296
,old el paso,rice  grains,296
,the wonderful wine co,wine,295
,three taverns craft beers,beer,295
,fundador,spirits,295
,chocolove,candy,295
,fiber one,nuts  seeds,294
,the shipyard seasonal,beer,294
,coricidin hbp,medicines  treatments,294
,peroni,beer,294
,st remy,spirits,293
,dekuyper razzmatazz,spirits,293
,rustik oven,bread,292
,minute rice,rice  grains,292
,odoms tennessee pride,frozen meals,292
,cadia,household supplies,292
,elf,cosmetic tools,292
,borsao,wine,292
,tsarine,wine,291
,pampers,potty training,291
,o organics,frozen chicken,290
,equaline,bath  body,289
,beers of mexico,beer,289
,two founders 80 acres,spirits,289
,b just the basics,snack mixes,289
,octopoda,wine,289
,toms of maine,oral care,289
,gatorade,meal replacement beverages,289
,caldera,beer,288
,bedlam vodka,spirits,288
,alize,spirits,288
,tyson,frozen meals,288
,temptations,cooking  baking,288
,pf changs home menu,frozen meals,288
,meridian hive,wine,288
,guinness extra stout,beer,287
,terrazas de los andes,wine,287
,jiffy pop,puffed snacks,287
,arriba chelada,drink mixes,286
,moat mountain brewing co,beer,286
,muir glen,sauces  marinades,286
,ghost,spirits,286
,suckle busters,dips  salsa,286
,terrapin,hard seltzers sodas waters lemonades  teas,286
,chouteau,water,286
,r shea brewing,beer,285
,barqs amberjack,carbonated soft drinks,284
,pure proof,spirits,284
,simple truth,fruit juices,284
,unibroue la fin du monde,beer,284
,rebel,malt beverages,284
,redds apple ale,medicines  treatments,284
,nalley,soup  broth,284
,yellow rose,spirits,283
,la brea bakery,bread,283
,jura,spirits,283
,bricco riella,wine,283
,calle azul,spirits,282
,pepsi max,carbonated soft drinks,282
,patron,spirits,282
,del frutal,fruit juices,282
,prego,condiments,282
,603 brewery,malt beverages,282
,giant texas,spirits,282
,gruvi,beer,281
,acadia,water,281
,kemps,frozen desserts,280
,the silver palate,red pasta sauce,280
,california goldminer,bread,278
,jewel osco,medicines  treatments,278
,sauza,spirits,278
,truth and valor,wine,277
,tsingtao,beer,277
,bombshell,fruit juices,277
,raos,alfredo  white pasta sauce,276
,farmhaus cider co,fruit juices,276
,babyganics,skin care,276
,midnight moon,spirits,276
,citadelle,spirits,276
,breckenridge,spirits,276
,creature comforts brewing co,beer,275
,kind frozen,frozen vegetables,275
,moosehead,beer,275
,bulgariana,wine,275
,aslin beer co,beer,274
,country boy brewing,fruit juices,273
,eagle park brewing company,beer,273
,kroger,crackers,273
,desert island,spirits,273
,blue moon light sky,beer,273
,geisslers,cooking  baking,272
,state forty eight,beer,272
,rainbo,bakery,272
,burger king,cooking  baking,272
,love beauty and planet,hair care,272
,spree,candy,272
,lockwood distilling co,spirits,272
,dewey crush,spirits,272
,di cello,wine,272
,wegmans,household supplies,272
,penrose,nuts  seeds,271
,ahold,carbonated soft drinks,271
,alani nu,sports drinks,271
,cuesta mesa,spirits,271
,durango,spirits,271
,bubblies,drink mixes,270
,dezzani,wine,270
,just pikt,fruit juices,270
,bobos,cereal granola  toaster pastries,270
,bauhaus brew labs,beer,269
,velveeta boxed dinners,rice  grains,269
,cookie crisp,cereal granola  toaster pastries,269
,dude wipes,bath  body,269
,confluence brewing company,beer,269
,uinta seasonal,beer,269
,carlsberg elephant,beer,269
,vetiq,medicines  treatments,268
,the bruery,beer,268
,bells jingle bells variety pack,beer,268
,francis coppola diamond collection,wine,268
,scotties,household supplies,268
,graft,fruit juices,268
,dalmore,spirits,268
,two lane,beer,268
,glad,food storage,268
,tequila 512,spirits,267
,johny bootlegger,malt beverages,267
,uinta,beer,267
,coco vodka,spirits,266
,charmin,bath  body,266
,dawn plus,bath  body,266
,meow mix,packaged seafood,266
,great basin,beer,266
,cellar classified,wine,266
,big grove brewery,beer,265
,bocce,wine,265
,ambervale,wine,265
,watermark,deodorant  antiperspirant,265
,naty,wine,265
,brew detroit,beer,265
,admiral nelsons,spirits,265
,coppa cocktails,spirits,264
,cipriani,drink mixes,264
,benefeet,bath  body,264
,necessary evil,beer,263
,minties,candy,263
,wrigleys,gum,263
,ponds,makeup,263
,private selection,drink mixes,263
,manik,spirits,263
,joel gott,wine,263
,steel reserve,malt beverages,262
,crazart,household supplies,262
,oak and eden,spirits,262
,kelloggs,crackers,262
,nanit,baby bathing,262
,yellowstone,spirits,261
,odd side,malt beverages,261
,dawn,household supplies,261
,toms of maine,deodorant  antiperspirant,261
,mug root beer,beer,261
,louis roederer,wine,261
,nurnberger,wine,261
,raleigh brewing,beer,261
,prophecy,wine,261
,full throttle,carbonated soft drinks,260
,three nations brewing co,beer,260
,buzz box,spirits,260
,oak and palm,spirits,260
,crystal clear,water,260
,chime,wine,259
,cape line,malt beverages,259
,global beauty care,bath  body,259
,diamond reserve,spirits,259
,clubtails,spirits,259
,lysol,laundry supplies,259
,south beach,beer,259
,hayes parker,spirits,258
,blackstone,beer,258
,thomas,frozen breakfast,258
,goya,bread,258
,callaway,wine,257
,breath savers,candy,257
,munchies,crackers,257
,schilling waveline seltzer variety pack,malt beverages,256
,goya,frozen fruits,256
,kroger,alfredo  white pasta sauce,256
,fresh step,makeup,256
,saint reine,wine,256
,lynfred,wine,254
,wheaties,cereal granola  toaster pastries,254
,marinela,candy,254
,quaff on brewing co,beer,254
,voda,spirits,254
,512 brewing company,beer,254
,john e fitzgerald larceny,spirits,254
,abita,beer,254
,oscar mayer,cooking  baking,254
,bellini,wine,254
,bronx brewery,beer,254
,cooked perfect,frozen chicken,253
,st julian,wine,253
,rattlesnake rosies,spirits,253
,papago brewing co,beer,253
,welchs,nut butters  jam,253
,catawba brewing co,beer,253
,hill country fare,bath  body,253
,buzz ballz chillers,wine,252
,earths best,baby health,252
,goya,drink mixes,252
,pro pride,bath  body,252
,oreo os,cereal granola  toaster pastries,252
,quilmes,beer,252
,biosteel,medicines  treatments,252
,apple jacks,cereal granola  toaster pastries,251
,karl strauss,beer,251
,best yet,bath  body,251
,einstok olgerd,beer,251
,gerstacker,wine,251
,ghost,medicines  treatments,250
,sonic,wine,250
,jinro chamisul soju fresh,spirits,250
,liquid iv,fruit juices,250
,lauratae,wine,249
,formula 409,medicines  treatments,249
,99 sour cherry,spirits,249
,austin eastciders spiked seltzer variety pac,fruit juices,249
,ricco,wine,248
,liberte,yogurt,248
,mcalisters deli,sauces  marinades,247
,nue,spirits,247
,kc bier box variety pack,beer,247
,shock top,spirits,247
,el charro,spirits,247
,no li brewhouse,beer,247
,tinactin,medicines  treatments,246
,ice 101,spirits,246
,spatherapy,bath  body,246
,san simone syltbar,wine,246
,joe gambinos,spirits,246
,santiago queirolo,wine,246
,nature nates honey,cooking  baking,246
,gomacro,crackers,245
,shot gun spiked seltzer,malt beverages,245
,old forester,spirits,245
,tgi fridays,spirits,245
,yazoo yazoo brewing company,beer,245
,barrowmans,spirits,245
,4 hands brewing co,beer,244
,clif,crackers,244
,qtips,bath  body,244
,mijenta,spirits,244
,cabin boys brewery,beer,244
,cabernario no 8,wine,244
,els iced chocolate,wine,244
,campo bravo,spirits,243
,woodchuck hard cider 100 variety pack,fruit juices,243
,wild turkey rare breed,spirits,243
,good seasons,packaged seafood,243
,basil hayden,spirits,243
,buena rita,wine,243
,gruvi,wine,243
,christian moerlein variety pack,beer,243
,i cant believe its not butter,nut butters  jam,242
,del mar,wine,242
,yuengling light,beer,242
,modelo especial,beer,242
,north coast brewing co,beer,242
,glendalough,spirits,242
,stellum,spirits,241
,brooks hill,wine,241
,due south brewing co,beer,241
,simple truth,baby bathing,240
,motorworks brewing,beer,240
,tuttorosso,sauces  marinades,239
,franzia,wine,239
,maha organic hard seltzer variety pack,malt beverages,239
,earth balance,sauces  marinades,239
,linganore winecellars,wine,239
,monday night brewing,beer,239
,flowers,wine,238
,crafted cocktails,drink mixes,238
,starborough,wine,238
,loon juice,fruit juices,238
,noxzema,skin care,238
,sea dog,beer,238
,cottesbrook,wine,238
,dr mcgillicuddys,spirits,237
,jj renfield and sons,spirits,237
,stella rosa,spirits,237
,heering,spirits,237
,white mountain icers,malt beverages,237
,hidden valley ranch,cooking  baking,237
,wicked weed guilty pleasures variety pack,beer,237
,piper sonoma,wine,237
,hop fusion ale works,beer,237
,tosti,wine,236
,john walker and sons,spirits,236
,tommy bahama,deodorant  antiperspirant,236
,catena,wine,236
,kenneth cole,deodorant  antiperspirant,236
,chesters,candy,236
,finishing touch flawless,makeup,235
,scofflaw hard seltzer variety pack,hard seltzers sodas waters lemonades  teas,235
,imagine,candy,235
,two roads beer bus variety pack,beer,235
,smuckers natural peanut butter,nut butters  jam,234
,scuttlebutt brewing co,beer,234
,texacraft,spirits,234
,intuition ale works,beer,234
,playstation,candy,234
,jackalope brewing company,beer,234
,william grant and sons aerstone,spirits,234
,cesar,dog supplies,234
,doorlys,spirits,233
,athletic brewing co,beer,233
,boulevard space camper cosmic mix pack varie,beer,233
,fort myers brewing co,malt beverages,233
,caseys gen store,nuts  seeds,233
,one tree hard cider,hard ciders,233
,bumbu,spirits,233
,gale hayman,deodorant  antiperspirant,233
,toppling goliath brewing company,beer,232
,icing,wine,232
,glaceau smart water,water,232
,swift cider,fruit juices,231
,youngs,beer,231
,louis kemp,packaged meat,231
,canadian club,spirits,231
,rogue spirits,spirits,231
,everclear,spirits,231
,clorox green works,bath  body,231
,great divide,beer,230
,dapple,bath  body,230
,premier,wine,230
,bellissima,wine,230
,lays,cookies,230
,mephisto,spirits,230
,la preferida,packaged vegetables,230
,boulder beer,beer,230
,kind,meal replacement beverages,229
,la cumbre,beer,229
,capriccio take out cocktails,spirits,229
,royal,drink mixes,229
,brownie brittle,cookies,229
,fort hill brewery,beer,229
,mahou,beer,229
,signature care,bath  body,229
,el tesoro de don felipe,spirits,229
,dawn direct foam,bath  body,229
,van loveren family vineyards,wine,229
,war horse brewing co,beer,228
,ballast point mix pack variety pack,beer,228
,every man jack,hair removal,228
,sweet baby rays,sauces  marinades,228
,alhambra,beer,228
,annies homegrown grocery,fruit  vegetable snacks,228
,great north aleworks,beer,228
,gaffel,beer,227
,royal crest,spirits,227
,allgauer brauhaus,beer,227
,skeleto,spirits,227
,kona spiked island seltzer,malt beverages,227
,fris,spirits,227
,pure,wine,227
,presidente light,beer,227
,buzzballz,spirits,227
,track seven,beer,226
,folgers,drink mixes,226
,smarties,candy,226
,buddys,spirits,226
,cellucor,carbonated soft drinks,226
,honey stinger,cooking  baking,225
,quaker,dips  salsa,225
,berberana dragon,wine,224
,traverse city whiskey co,spirits,224
,miku,baby bathing,224
,dawn botanicals,bath  body,224
,shoprite,dry pasta,224
,presidente,spirits,224
,artifact,fruit juices,224
,sensible portions,nuts  seeds,224
